nombre,ciudad,direccion,telefono,whatsapp,web,google_maps_url,estado
"dental club del valle","Ciudad de México","Xola 613, código 2, Colonia del Valle Norte, Benito Juárez, Ciudad de México 03103","525574945215","525574945215","https://www.doctoralia.com.mx/clinicas/dental-club-del-valle","","PENDING"
"Smile Box- Dental Studio","Ciudad de México","Calle San Borja 613, 601, Benito Juárez 03103","525530526082","525530526082","https://www.doctoralia.com.mx/clinicas/smile-box-dental-studio","","PENDING"
"Farmaclinic","Ciudad de México","C/ Boulevard del temoluco, 374, Int 1, Col Acueducto De Guadalupe, Gustavo A Madero 07279","525544376222","525544376222","https://www.doctoralia.com.mx/clinicas/farmaclinic","","PENDING"
"bcare","Ciudad de México","Calz. de los Jinetes 52, Las Arboledas, Tlalnepantla de Baz 54026","525576572183","525576572183","https://www.doctoralia.com.mx/clinicas/bcare","","PENDING"
"Royal Dental","Ciudad de México","Avenida Coyoacán 1878 interior 1406 Acacias Benito Juárez, Benito Juárez 03240","525619331014","525619331014","https://www.doctoralia.com.mx/clinicas/royal-dental","","PENDING"
"Smile Inn Dental Group","Ciudad de México","Mayorazgo, 130, Consultorio 337, Colonia Xoco, Torre 2 de consultorios del hospital san ángel inn universidad, Benito Juárez 03339","525579003726","525579003726","https://www.doctoralia.com.mx/clinicas/smile-inn-dental-group","","PENDING"
"Centro Odontológico Integral Especialidades Médicas","Ciudad de México","Boulevard Ecatepec Manzana, 15, Lote 2, s/n, Los Laureles, Ecatepec De Morelos, Ciudad de México 55090","525580821894","525580821894","https://www.doctoralia.com.mx/clinicas/centro-odontologico-integral-especialidades-medicas","","PENDING"
"Clínica Dental Sonríe Mx","Ciudad de México","Tuxpan 8 INT 702 Roma Sur, Cuauhtémoc 06770","525575069386","525575069386","https://www.doctoralia.com.mx/clinicas/clinica-dental-sonrie-mx","","PENDING"
"RIA Clínica de Especialidades Dentales","Ciudad de México","Av. Insurgentes Sur 1722 Oficina 603, Florida, Álvaro Obregón 01030","525519236432","525519236432","https://www.doctoralia.com.mx/clinicas/ria-clinica-de-especialidades-dentales","","PENDING"
"Doctor Center","Ciudad de México","Montecito 38 PB loc 7, Benito Juárez 03810","525590393171","525590393171","https://www.doctoralia.com.mx/clinicas/doctor-center","","PENDING"
"Godent Grupo Odontológico Especializado","Ciudad de México","Calz Taxqueña 1285 Interior 7, Coyoacán 04200","525579766146","525579766146","https://www.doctoralia.com.mx/clinicas/godent-grupo-odontologico-especializado","","PENDING"
"La Casa de los Dientes","Ciudad de México","Calle Manuel González 235 Consultorio 111 dentro del Hotel Castillo, Texcoco 56100","525628211580","525628211580","https://www.doctoralia.com.mx/clinicas/la-casa-de-los-dientes","","PENDING"
"Centro Maxilofacial y Odontología avanzada","Ciudad de México","Mexicali 53-5, Cuauhtémoc 06100","525550169935","525550169935","https://www.doctoralia.com.mx/clinicas/centro-maxilofacial-y-odontologia-avanzada","","PENDING"
"Dental Crew México","Ciudad de México","Bosques de Camerún 29, Bosque de Aragon, Nezahualcóyotl, México, Ciudad de México 57170","525578453507","525578453507","https://www.doctoralia.com.mx/clinicas/dental-crew-mexico","","PENDING"
"XhiKoh Dental","Ciudad de México","Azucena 6, casa blanca con puerta negra, Magdalena Contreras 10800","525561532037","525561532037","https://www.doctoralia.com.mx/clinicas/xhikoh-dental","","PENDING"
"Dental 803","Ciudad de México","Av. Ejército Nacional Mexicano 505-Piso 8 oficina 803, Chapultepec Morales, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX, Miguel Hidalgo 11520","525550872285","525550872285","https://www.doctoralia.com.mx/clinicas/dental-803","","PENDING"
"Dental Bright","Ciudad de México","Calle Bahia de Santa Barbara 102a, Miguel Hidalgo 11300","525568758781","525568758781","https://www.doctoralia.com.mx/clinicas/dental-bright","","PENDING"
"Clínica Dental Uribe","Ciudad de México","Calle López 157 interior 3 Col centro Alcaldía Cuauhtémoc 06000 Ciudad de México, México, Cuauhtémoc 06090","525555121195","525555121195","https://www.doctoralia.com.mx/clinicas/clinica-dental-uribe-2","","PENDING"
"CLÍNICA INTEGRAL DE LA SALUD CHIMALLI","Ciudad de México","Vasco de quiroga 3900 Torre B piso 5 Santa Fe, Ciudad de México, Cuajimalpa de Morelos 05348","525651643926","525651643926","https://www.doctoralia.com.mx/clinicas/clinica-integral-de-la-salud-chimalli","","PENDING"
"SmileB.more","Ciudad de México","José Revueltas 270, Benito Juárez","529981188649","529981188649","https://www.doctoralia.com.mx/clinicas/smileb-more","","PENDING"
"CD Dental","Ciudad de México","Hospital Español / Av, Ejército Nacional 613, col. Granada, Miguel Hidalgo 11520","525552509884","525552509884","https://www.doctoralia.com.mx/clinicas/cd-dental","","PENDING"
"Clínica dental Advanced","Ciudad de México","Calle Arquímedes 130-piso PC consultorio 10, Polanco, Polanco IV Secc,, Miguel Hidalgo 11550","525630221730","525630221730","https://www.doctoralia.com.mx/clinicas/clinica-dental-advanced","","PENDING"
"W & G Especialidades odontológicas","Ciudad de México","Ocaso 101, interior 201, Insurgentes cuicuilco, Ciudad de México, Ciudad de México 04530","525647631132","525647631132","https://www.doctoralia.com.mx/clinicas/w-g-especialidades-odontologicas","","PENDING"
"Clínica DentiZen","Ciudad de México","Avenida Universidad 485 Interior 3, Narvarte Poniente, Benito Juárez 03020","525561835246","525561835246","https://www.doctoralia.com.mx/clinicas/clinica-dentizen","","PENDING"
"HG Dental","Ciudad de México","Av. Azcapotzalco 768, Azcapotzalco 02010","525525022921","525525022921","https://www.doctoralia.com.mx/clinicas/hg-dental","","PENDING"
"Dental Services Lomas","Ciudad de México","Lomas Plaza Boulevard Manuel Ávila Camacho 66 local 233 primer piso, Miguel Hidalgo 11000","525555311082","525555311082","https://www.doctoralia.com.mx/clinicas/dental-services-lomas","","PENDING"
"Diana Morelos y especialidades dentales","Ciudad de México","Av. Insurgentes Sur 1337, Ciudad de México 03920","525616126966","525616126966","https://www.doctoralia.com.mx/clinicas/diana-morelos-y-especialidades-dentales","","PENDING"
"Cardent salud y estética dental","Ciudad de México","Morelos 2, PISO 2, Iztapalapa 09840","525555818767","525555818767","https://www.doctoralia.com.mx/clinicas/cardent-salud-y-estetica-dental","","PENDING"
"EOLODENT CLINICA DENTAL","Ciudad de México","Avenida Miguel Ángel de Quevedo 928, Coyoacán 04040","525648934006","525648934006","https://www.doctoralia.com.mx/clinicas/eolodent-clinica-dental","","PENDING"
"Virtuodent Boutique Dental","Ciudad de México","Avenida Insurgentes Sur, 179, Local C, L 101, Roma Norte, Cuauhtémoc 67000","525564482700","525564482700","https://www.doctoralia.com.mx/clinicas/virtuodent-boutique-dental","","PENDING"
"Sonrisas Sanas Odontológica Integral","Ciudad de México","Calle la Paz 13, Chimalhuacan 56330","525611497254","525611497254","https://www.doctoralia.com.mx/clinicas/sonrisas-sanas-odontologica-integral","","PENDING"
"Faciem Clinic","Ciudad de México","TUXPAN 8, INT. 502, Roma Sur, Cuauhtémoc, Ciudad de México, Ciudad de México 06760","525528259903","525528259903","https://www.doctoralia.com.mx/clinicas/faciem-clinic","","PENDING"
"Contigo Dental","Ciudad de México","Av. Universidad 1391-Piso 3 Interior 402, Axotla, Álvaro Obregón,, Ciudad de México 01030","525539684296","525539684296","https://www.doctoralia.com.mx/clinicas/contigo-dental","","PENDING"
"Dental Studio Mx","Ciudad de México","Calle Bolivar 1107, Benito Juárez 03620","525515913478","525515913478","https://www.doctoralia.com.mx/clinicas/dental-studio-mx-2","","PENDING"
"Hospital Santa Rosa","Ciudad de México","Calle 7 #104, Iztacalco 08100","525255588393","525255588393","https://www.doctoralia.com.mx/clinicas/hospital-santa-rosa-2","","PENDING"
